sample_id,category,occurrences,text,pt_BR
bf23ff1fd194,dialogue,1,Okay...····· come and see me real soon.,
baeeb0d4207c,dialogue,1,Okay...····· so why are you here exactly...?,
a4fa797e1ee5,dialogue,1,Okay...········ I'm·· horny·· as·· fuck.·········· Let's go back to your apartment.,
02f7d1b12f04,dialogue,1,On most issues I feel pretty conservative.,
10cf122c321a,dialogue,1,On what day of the year would my birth have happened?,
b4acd370cab3,dialogue,1,On what day was I born?,
6a733db32045,dialogue,1,Once I found the hole we were good to go.,
f5ff0997f93e,dialogue,1,Once is plenty enough. I need time to recharge.,
69571e210490,dialogue,1,One in the morning and again at night. Like brushing your teeth.,
a1750cbf1319,dialogue,1,Only like once or twice a week. Give me some credit!,
43bd9dec9f16,dialogue,1,"Only one way to find out,····· huh?",
45b16a8691e4,dialogue,1,Only that you would ask such an insecure question.,
3854296abca2,dialogue,1,Ooh!····· Milf alert!····· Looks like a total cougar too.,
7bd33fbef952,dialogue,1,"Ooh,··· she's a little feisty one,··· huh?",
0c66f930f21a,dialogue,1,Oohhhh yeeeaah...····· It's gonna get real stupid up in this bitch in a minute.,
9a824cb6c694,dialogue,1,"Oohhoohhh man,········ I'm definitely gonna get a lot of mileage out of this one.",
cc6874b86df6,dialogue,1,Ooohh!····· I'm such a sucker for cute holiday decorations.,
fe5c77ec3229,dialogue,1,"Ooohh,········ I can make it worth your while sweetie.····· Trust··· me.",
b6d018bf4097,dialogue,1,Ooohhhh dayum!····· He's unstoppable!·····*hehehehe*,
c23d0d996c4e,dialogue,1,Ooohhhh dayum!····· She's unstoppable!·····*hehehehe*,
7388245df20f,dialogue,1,Oookaaaaayyy...,
1d9944078e12,dialogue,1,Oooof course...,
30fdaf6edfa7,dialogue,1,Oooohh!········ I like··· these!·········· You think she would mind if I tried them on for a little while?,
aef10e9e28b2,dialogue,1,Ooooo...····· mysterious!···*hamcmc*·····,
28aaab1618c2,dialogue,1,Ooooooooo!·········· Do they have any fast food joints around here?,
c95409e4f987,dialogue,1,"Ooo···kaaaayy,········ maybe we can take a step back here.",
0f4064815bbd,dialogue,1,"Ooo·····kaaaaay,····· well I guess I was right about that...",
56ec80072955,dialogue,1,Oops!····· It seems that your inventory might be full.············ Do you want to take a look at that?,
2eac039f812e,dialogue,1,"Oops, ········sorry.············· I don't think it's the best time for that.",
d12bab84d6a3,dialogue,1,Or you could just stop being so weird about it.,
18b8617cefaa,dialogue,1,Or... we just chill here and play video games.,
fdc3da7bdd0b,dialogue,1,Orrrrrr····· you could try asking me a new question.,
5e02c8b3fc93,dialogue,1,Or····· if you're weird····· you can use that button at the top of the screen.,
4a5a3beefcad,dialogue,1,Our little boy is growing up!,
0f7cbd322332,dialogue,1,Our little girl is growing up!,
133e233b9960,dialogue,1,"Out of all the girls you've dated,····· who is the only one····· to change her hair color?",
7a87cf334c31,dialogue,1,"Out of these girls,·· who has the largest cup size?",
b66402c0b5c5,dialogue,1,Outstanding!,
37dc068287b1,dialogue,1,"Part of me hopes you don't actually remember this,····· but,····· what size is my bra?",
109812c5cdda,dialogue,1,Pay attention to which trait your date prefers!····· It'll go a long way.,
4e828e832f8f,dialogue,1,Peace.,
3602fe471d71,dialogue,1,"Perfect!··············· Even I have to stay in shape.··············· I wouldn't be much of a goddess otherwise, would I?",
9553900a88cb,dialogue,1,Perfect...····· and we weren't even attacked by a tentacle monster!,
339c2c783c23,dialogue,1,Perhaps I have to readjust my expectations for next time...,
60decce920d6,dialogue,1,Pffft!·········· Alright...····· let's just get this over with.,
2c9786d02ada,dialogue,1,Please don't.,
f026baf342da,dialogue,1,Please put food into my face.,
17108c19f33f,dialogue,1,Please tell me you haven't forgotten my favorite color?,
5c904653cec5,dialogue,1,Please tell me you haven't forgotten my favorite hobby...?,
87a06f6c4c05,dialogue,1,Please tell me you know what I do for a living...,
8993d7824f92,dialogue,1,"Please,····· ask anything you'd like.",
25601525f665,dialogue,1,"Please,····· you'll be back.",
4b5bf4728755,dialogue,1,"Please,········ tell me,········ what is my last name?",
4fef1fdcb34d,dialogue,1,Pleeeeeease?·····*cccccccc*,
00077d932a61,dialogue,1,Plenty of fish in the sea.····· Let's see... hoooww aboooouuuut...,
12886b8c1446,dialogue,1,Ploooot twiiiiiist!,
d41d5d4083cc,dialogue,1,Pop quiz!,
9d1c0449fbe0,dialogue,1,Pretty cool!,
cdb9377d582f,dialogue,1,"Probably doing whatever I'm doing right now, except fatter.",
6bebf1b49712,dialogue,1,Probably not. I need to be attracted to my partner.,
639830572628,dialogue,1,Probably that form fitting uniform of yours.,
49d639c83dc9,dialogue,1,"Psssh!···· Ummm,·· yes!····· I thought you'd never ask!",
43fb29395f5c,dialogue,1,Psssh!····· That's a fat load of shit and you know it.,
209007dde29c,dialogue,1,"Psssh, I see how it is!*hehe*·····",
9ab5cd351db5,dialogue,1,"Psssh, fuck this world and everybody in it.",
4cf7a52d893e,dialogue,1,"Psssh,····· I see how it is.",
a5fbd9d3b58a,dialogue,1,Pssssh!*hehe* You're such a liar!,
41a03057b7c4,dialogue,1,"Pssssh,··· that was a softball question!",
3f33e7eccc11,dialogue,1,Put a hole right through the wall. Works every time.,
f0983a3bf605,dialogue,1,Question for ya...,
abe03a77809b,dialogue,1,Question time!,
7e625bab7fd6,dialogue,1,"Question!·········· And I'm not giving you any hints,··· so don't ask!",
ab02c999a7b5,dialogue,1,"Quick,··· now's your chance.··· Before she goes to change just say something; anything!",
a1a4b094bc78,dialogue,1,"Quick,··· without looking,····· what's my cup size?········ Well,············· ok···ay,·········· you can take a quick peek.·····",
2f8e50312fd2,dialogue,1,Quiet!············ I'll get to that in a moment.,
1db53b5c02ed,dialogue,1,"Raincheck.····· I'll call you later this week;····· girls night out,····· all the way.",
1b81d8c92337,dialogue,1,Really now?··············· I didn't take you for one of those types.,
2c8c574ba224,dialogue,1,Really!?···*hahaha*····· Me too!····· I thought I was just weird.,
57beb10acc9e,dialogue,1,"Really!?····· Thank you, thank you, thank you!",
6f9646487db0,dialogue,1,"Really!?·········· Aww, I think you're my new favorite boyfriend.",
fc164e4d8407,dialogue,1,Really!?·········· I think you're my new favorite girlfriend.,
9d0d93089240,dialogue,1,Really!?·············· Oh·· em·· gee!····· I've done a couple local commercials but I never thought I'd be recognized!,
84b7b9e5a92f,dialogue,1,"Really,····· I couldn't eat another bite.",
d08da10dd1ea,dialogue,1,Really...?····· Seriously?,
767aa98f6914,dialogue,1,Really?····· *hahahahahaha*·········· It's a little romantic up here don't you think?,
28650c6b504e,dialogue,1,Really?····· Are you sure?,
3fd0478206d2,dialogue,1,Really?····· I know I've taught you better than that.,
eea94ee36ebd,dialogue,1,"Really?········ Wow,····· that's beautiful!",
454fa48bd75b,dialogue,1,Really?·········· No.················ You think so?·········· I don't know...,
cd5ccdea02a6,dialogue,1,Remarkable work.····· You exceeded my expectations.,
6497fd5d2a47,dialogue,1,Remember the name of the place I'm from?,
c4e1bbed4906,dialogue,1,"Reports that have me very,····· very...····· interested.",
0e189e658c27,dialogue,1,Respect!,
45ce8ef8df16,dialogue,1,"Rest easy,····· okay?",
43b372bca110,dialogue,1,Ridiculous. Do you want me to talk to the manager?,
8dc23ca250c8,dialogue,1,Right on!,
2785c19a5940,dialogue,1,Right!?····· I was going to say pretty much the same thing.,
6150edc3ac28,dialogue,1,Right?·········· I've got these crackheads that come into the cafe every single day for their fix.,
1a5e6498bcb3,dialogue,1,"Riiiight,·········· shall we leave then?",
cd94a4f4fd81,dialogue,1,Riiiiiight.··············· We'll try that again later.,
434040f4c3de,dialogue,1,Roughly how many miles does light travel in one earth calendar year?,
17352b0f707b,dialogue,1,"Same here!····· My friends drag me out sometimes····· but it's like,··· ughh,··· fuck this.",
0b293ab4e2b1,dialogue,1,Same··· here!····· I didn't get this body by taking days off.*hahahaha*,
abd4da4bb8cf,dialogue,1,Same····· here!··············· I don't like to be tied down for too long.,
ec3c621281e0,dialogue,1,Save it!····· I've no time for stories.,
217d8b7ee81e,dialogue,1,School is a huge waste of time and money.,
f52f07857f07,dialogue,1,School is nothing but a waste of time and money.,
08fb7e4440cb,dialogue,1,See ya later superstar!,
34e93d6388f2,dialogue,1,See?····· Easy!,
03dbddf6749a,dialogue,1,See····· that's how it should be done;········ instead of all this bullshit game playing.·····,
eeb3b463b494,dialogue,1,"Seriously!········ My one friend Nikki doesn't shave, it's so gross!",
2ba919a39e95,dialogue,1,Seriously?····· Here?····· That's fucked up.,
c06a27aaf622,dialogue,1,Seriously?····· Hook a bitch up with some food.,
b6606d548540,dialogue,1,"Seriously?········ Yeah,····· I have naturally blue hair.····· Because that's a thing.",
a5da11cdacd1,dialogue,1,She can do whatever she wants. I don't own her.,
72c88cf0db97,dialogue,1,She has to know you're in charge and her bullshit isn't going to faze you.,
ff569ebaedf0,dialogue,1,She was incredible. There are no words to describe that kind of pleasure.,
677c2e01b1fa,dialogue,1,She's a bitch.,
2bb3d6f7b2ee,dialogue,1,"She's cute though.··· Blonde too, so ah... bonus points!",
24f1241a2c47,dialogue,1,She's probably looking for a decent girl because of that baby mama drama.,
b05dfb6cbcbc,dialogue,1,She's probably looking for a decent guy because of that baby mama drama.,
0eee3a692570,dialogue,1,Shhhhh!·· I won't hear of it.····· I was more than happy to help out.,
45ccc26b717e,dialogue,1,Shhhhh!····· I'll be asking the questions.,
ce8076ebc8ef,dialogue,1,Shit is it that time already?····· Oops!,
71fd80affcb1,dialogue,1,Shit!,
49a08ebae4fa,dialogue,1,Shit!····· I forgot to bring my sunscreen.,
519812b26d44,dialogue,1,Simply divine!,
2678c666f8fc,dialogue,1,"Since she was in range,····· the HunieBee started tracking her location too.",
b541f1b473c3,dialogue,1,"Since you're already staring at them,····· can you tell me what size my chest is?",
dd85360fb8ba,dialogue,1,"Since you're here,····· you can answer this for me...",
d1d9ce5fcb01,dialogue,1,"Sitting at home, ordering a pizza and watching movie.",
468265a91500,dialogue,1,Skating is like my favorite thing ever.····· This is gonna be so much fun!,
6c0534b1da22,dialogue,1,Sloppy! I don't think either of us knew what we were doing.,
89c05d7c9d74,dialogue,1,Smoking is a disgusting habit. They should quit.,
e973de1ffe97,dialogue,1,So I kinda feel like getting laid right now.····· Looks like it's your lucky day.,
61cd579f4b40,dialogue,1,So I've been curious what you think about this...,
5c7cf845b5e8,dialogue,1,"So after you're done here with this girl,····· you can go catch up with her too.",
03e61e90a658,dialogue,1,"So before I activate ""Alpha Mode"",····· I'm going to need you to fork over those panties.",
8322a966dcc0,dialogue,1,"So come on,····· let's go!",
7c4550397b2a,dialogue,1,So early in the day?·········· That's not much of an example to set...,
e7167ac4789d,dialogue,1,So fun!····· I had no idea this place could be such a great time.,
4727b5894721,dialogue,1,So go ahead and match those three Sentiment tokens in the left most column.····· The tear drops.,
cd5210e67056,dialogue,1,So good to see you again.,
e8f346547cdf,dialogue,1,"So honestly,········ how many chicks you seeing right now?",
26c42468faea,dialogue,1,"So if you got 'em,····· hand 'em over!····· I'll be waiting!",
457f665656f2,dialogue,1,So important!·········· I used to party a lot and stuff but ever since I had my son I've had to grow up and settle down a bit.,
026f6beb0931,dialogue,1,"So just try not to be an ass for like,····· five minutes...?",
5cf29d0f64ac,dialogue,1,"So then,·········· here we are.·········· No time to waste...·········· woo me.",
9c6a9960474b,dialogue,1,So what?····· Am I supposed to blow you now?····· Get real.,
52e3a5d72665,dialogue,1,So what?····· Am I supposed to fuck you now?····· Get real.,
923d0f103678,dialogue,1,"So whatever you do,····· just,····· stay cool.",
7ffdf7663f92,dialogue,1,So you can use them on your next date too!····· Is that cool or what?,
93b72824e15e,dialogue,1,"So, hey,··· question...",
d4a136161387,dialogue,1,"So,····· I'm like··· starving,········ like,····· to death.·········· It's kind of a problem.",
fc402d983e38,dialogue,1,"So,····· I've told you what I do for work.······· Can you tell me what it is?",
c0fae7f4950d,dialogue,1,"So,····· here's a question...",
d18d68f6604e,dialogue,1,"So,····· is this how you seduced all the other girls?·········· *hahahahahahaha*·····*haaah*",
800f34801359,dialogue,1,"So,····· maybe this is kinda personal,····· buuut...",
f3dedd145425,dialogue,1,"So,····· what's your go to position?",
c8f11b31b5c6,dialogue,1,"So,·········· tell me something...",
f84ee3bcc3f4,dialogue,1,"So,·········· what's your opinion on going to university?",
a880c2d4afa4,dialogue,1,"Some hard shit. You name it, I've done it.",
2d795a063545,dialogue,1,Somebody woke up on the wrong side of the bed today.,
5b8e2f5f8595,dialogue,1,Somethin' on your mind?,
62b16a3f3d7a,dialogue,1,Something I can help you with?,
95ba887f69a6,dialogue,1,Something just feels····· off.············· Maybe we'll have better luck another time...,
c6ba3b785e29,dialogue,1,Something outdoorsy and adventurous; a new experience.,
2310df121e90,dialogue,1,"Something you need from me,····· sweetie?",
40f0caeb0cb6,dialogue,1,"Sooo,····· fairies?········ Better than human girls,····· am I right or am I right?",
263964a93869,dialogue,1,"Sooo,········ what kinda shit are you on?",
5344bd63ce22,dialogue,1,"Sooo,··········*ccc*··· I'm dying to know something right now...",
da24bdc8ea3d,dialogue,1,Sooo...····· this outfit is starting to get uncomfortable.········· Maybe you can help me out of it...?,
46699b01aa6f,dialogue,1,"Soooo good!····· If this food was a chick,····· I'd fuck her brains out.",
ac3057d199e9,dialogue,1,"Soooo good!····· If this food was a dude,····· I'd fuck his brains out.",
0d59cfe54967,dialogue,1,Soooo nice of you!,
288f98ccc2a8,dialogue,1,"Soooo,·········· I've been thinking...",
2a789e33e07c,dialogue,1,Soooo... are you like a cosplayer or something?,
686c1044eaf9,dialogue,1,Soooo...····· whatcha wanna do...?,
6a341b3041ff,dialogue,1,"Sooooo,················· you're good with women,····· are you?",
41ce1131f7da,dialogue,1,Sooooo...··············· are you saying····· I have it····· then?,
1894ce26e160,dialogue,1,Soooo······· adorable...············· This is going to make my uniform so much cuter!,
1d8fb13b1ea3,dialogue,1,"Sorry bub,····· fairies can't eat that garbage.",
068c2084ce06,dialogue,1,Sorry if I screw something up.·········· I'm kinda new at this...,
76015829bb60,dialogue,1,"Sorry, I wasn't paying attention. I got lost in your eyes.",
607006caa439,dialogue,1,"Sorry, am I holding you up from getting to class?",
15de750b123d,dialogue,1,"Sorry,····· I gotta pass.",
70be984bcb3c,dialogue,1,"Sorry,····· I'm just trying to watch what I eat.",
486d5c538342,dialogue,1,"Sorry,····· but I think I'd like to go now.",
f0db896c9b28,dialogue,1,"Sorry,····· but,····· can you leave me alone?",
9f1a33befeda,dialogue,1,"Sorry,····· that is incorrect.",
807ed32be984,dialogue,1,"Sorry,·········· I'm one drink away from having to be carried home.",
4a44c3ddec83,dialogue,1,Sorry...····· I don't think I can eat that.,
dcaa89b11ecd,dialogue,1,"Sounds cool,····· have a good one.",
c80f73c1eb6e,dialogue,1,"Sounds fun,····· right?·········· It is!·············· But,············ we need to make sure you're really prepared for it.",
40bc356f5e27,dialogue,1,Sounds like a bunch of hocus-pocus voodoo magic to me.,
986071f651d5,dialogue,1,So··· like...········ you know.··············· Don't make me spell it out...····· I think we both know what's up.,
9e484d6ec345,dialogue,1,Splendid!,
d037e4b2cb57,dialogue,1,"Spontaneity, without a doubt. Life should be a never ending adventure!",
de2a57de81d6,dialogue,1,Stay focused!····· Don't loose your cool.,
8f5090360b61,dialogue,1,Stellar!,
665f952ba71c,dialogue,1,Still working my ass off to get what I want.,
88a3bb8f089e,dialogue,1,Such a peaceful night tonight...,
482c06e1a99c,dialogue,1,Sure!····· One more couldn't hurt.,
154f771c4cb1,dialogue,1,Sure!····· Sounds like fun.····· Ready to go?,
6d215d0959c7,dialogue,1,Sure!······· I suppose you've earned it.,
e62218fea62c,dialogue,1,"Sure,·· baby.·········· Where are you taking me?············· No, wait!····· Surprise me!·····",
4bc889aa6fc9,dialogue,1,"Sure,····· I could go for a quick snack.",
966e00ca9699,dialogue,1,"Sure,········· why not?·················· Let's see what you've got...",
ba1439696b49,dialogue,1,Sure;········ yes.·········· Let's go with that. *hahahahaha*·····*hahahahahahahahaha*··*aaaacc*,
6fbef53d2b03,dialogue,1,"Surely!····· I think we live on,····· not in physical form,····· but we're around.",
1a7e777fee3b,dialogue,1,Surprise question!,
108bc2c7967d,dialogue,1,"Surprise,····· surprise.····· Wrong again!",
319b540947b0,dialogue,1,"Surprisingly,··· yes,······ that's it.······· Well done.",
e7fcf143e991,dialogue,1,Sweeeeeet...,
f1808c857870,dialogue,1,Sweeeeet.,
b6bc99a31bc8,dialogue,1,Sweeeet.····· These haven't been washed in weeks;···*ccc*··· just the way I like 'em!,
a40a3d194ec1,dialogue,1,Sweet dreams...,
ac6ff18a9243,dialogue,1,Sweet!,
fdd944e9b155,dialogue,1,"Sweet.····· Okay,····· what's next...",
f96f81f28da9,dialogue,1,Swing and a miss!,
25ffaa2fb54c,dialogue,1,Swing by the campus later and keep me company.,
2e1e03ad54e3,dialogue,1,Swweeeet.·········· At least you're useful for one thing.,
49bbd1362aab,dialogue,1,Take care of yourself!,
b76b5a455f1e,dialogue,1,Take care of yourself.,
744b0e8724c0,dialogue,1,"Take care out there,····· okay?",
af7058452d35,dialogue,1,Take it easy!,
13dbe28c3350,dialogue,1,Tell me about it!····· I had to grow up around it because of my mom.····· Ughh!,
0341a0042b00,dialogue,1,"Tell me about it.······· My friend Audrey is hot,····· but she's such a bitch.",
cd5907caec88,dialogue,1,"Tell me,····· what is the cup size of my bra?",
9d1879c32863,dialogue,1,"Tell me,····· what's the longest relationship you've ever had?",
d1ac1cb429a2,dialogue,1,Terrible...,
3216b1c0e4e7,dialogue,1,"Thank god, somebody I like.······· Well,··· somebody I can tolerate. *hahahahaha*",
47ad49e7196e,dialogue,1,Thank you momma.,
ac85dbb476fa,dialogue,1,Thank you so much.·········· Everything was just perfect!,
8f06217ecd6b,dialogue,1,Thank you!····· I had a really good time!,
85366674fec8,dialogue,1,Thank you!····· Really!,
260218bdc5de,dialogue,1,Thank you...····· Your cooperation is appreciated.,
83e41ecc66cc,dialogue,1,Thank you.····· I can't tell you how much I appreciate it.,
7e7b199a68da,dialogue,1,Thank you.····· Your kindness does not go unnoticed.,
75b5ebf70ca7,dialogue,1,Thanks but no thanks. I'm doing just fine on my own.,
851ee660f78c,dialogue,1,Thanks for inviting me out tonight.····· I'm glad to be here with you.,
7a093b520d2c,dialogue,1,Thanks for inviting me out!····· Such a nice day for the market.,
b88677b51728,dialogue,1,Thanks for taking me out to dinner.····· You spoil me!·····,
4c7dd476706d,dialogue,1,"Thanks for taking me out,····· that was so nice of you.",
c63c9a79a2a6,dialogue,1,Thanks for taking me out.·········· The carnival was a neat idea.,
d537d81158ba,dialogue,1,Thanks for the offer but··· that's okay.,
7069dae6b363,dialogue,1,Thanks man!,
b84544f28858,dialogue,1,Thanks so much!,
c3c150476c37,dialogue,1,Thanks!····· I can't wait to test it out.,
ce5f3a07f3ae,dialogue,1,Thanks!····· I was looking for those.····· Not really though.····· I knew you had 'em ya sick perv.,
83a02948e9a5,dialogue,1,"Thanks!····· I'm really into art,····· so this will definitely get some use.",
ca67eed259c5,dialogue,1,Thanks!····· This will come in handy.,
22077250939a,dialogue,1,Thanks!············· I'll use it on my break tomorrow.,
71ad6818020a,dialogue,1,"Thanks!············· Really,·· I mean it!·········· I love things like this.",
bfda2e9e5009,dialogue,1,"Thanks,····· I was running a little low on fuel.",
c08076dc03ab,dialogue,1,"Thanks,········ but····· I'm really not a heavy drinker.",
61de29740158,dialogue,1,Thanks.······· I think I'm going to save some of this for a salad later.,
e02cd3fdc0ba,dialogue,1,Thank·· god.················· I was afraid you were another one of these····· FPS*eefpeeees* bros.··········,
39a3a721c12a,dialogue,1,That gear is a critical component to my ship's engine.····· How did you get that?,
56548e5a8233,dialogue,1,That getup... I'm definitely still dreaming.,
1cdfe51f47fc,dialogue,1,That is a supremely nice set of tits. Ten outta ten.,
a685b248f56c,dialogue,1,That is correct.,
ce962654e8d3,dialogue,1,"That is not the type of gift I would have much use for, unfortunately.",
c5ededed1d11,dialogue,1,That is right.····· Very good.,
472d8b26ca35,dialogue,1,That sounds just like me!····· I get up and head right to the gym.,
55d8e170a1bd,dialogue,1,That sounds like an enjoyable time.····· Let's go.,
2d7a43cdceb5,dialogue,1,That sounds lovely.·········· I can't wait!,
a22dd0725b65,dialogue,1,That was a pussy drink!····· Hit me with something stronger!,
3e9442eb2e43,dialogue,1,That was so awesome!····· Thanks for asking me out.,
6ec54714048a,dialogue,1,That was such a nice date.·········· I hope you enjoyed it as much as I did!,
0322bfa13625,dialogue,1,That wasn't very nice!,
1d1e48c7509e,dialogue,1,That works for me.,
c1ecf1dc1d9c,dialogue,1,That would seem unwise given the current state of the puzzle grid.,
737154878a0f,dialogue,1,That wouldn't be a terribly wise thing to do at the moment.,
e798128188f4,dialogue,1,That's a good boy.··,
dbaf7c33c292,dialogue,1,That's a good girl.··,
762a7828252b,dialogue,1,That's a relief.····· Most girls can't handle that I have a baby.,
142099cd4d6f,dialogue,1,That's a relief.····· Most guys can't handle that I have a baby.,
989aa8bc53a7,dialogue,1,That's an interesting way to think about it...·········· Very refreshing!,
864391fb5e45,dialogue,1,"That's cool!····· I'm the same way.····· No reason to rush into anything,····· right?",
297cb816746e,dialogue,1,That's cool...,
394833d41d7a,dialogue,1,That's exactly what you asked for!····· Are you joking!?,
ec78faa70828,dialogue,1,That's fair.····· As someone who practices yoga··· it's probably clear where I stand.·····*hahahaha*,
4b4bb302a27e,dialogue,1,That's good!·········· There aren't too many good men that show that kind of commitment anymore.,
f3dc0939a27a,dialogue,1,That's good!·········· There aren't too many good women that show that kind of commitment anymore.,
ebdfdd69c5c0,dialogue,1,That's good...····· do you have anymore?,
9dd5eacfe91e,dialogue,1,That's good.····· I never leave the house without makeup on.····· I feel so weird without it.,
788154c4e54a,dialogue,1,That's good.····· People shouldn't keep secrets.····· How's it any different from lying?,
e8d2afe04226,dialogue,1,That's it?······· I'm hardly drunk at all...,
9542e569e2e2,dialogue,1,"That's just great,····· can we go now?",
ac8249fc97ce,dialogue,1,That's more like it.,
f889f6782f00,dialogue,1,That's more like it...,
efceeaee1842,dialogue,1,That's most gracious of you.,
83528c99b56a,dialogue,1,That's my baby!,
484c34daf9ee,dialogue,1,That's not exactly how I pictured an earth date...,
ebeb1c5a2fee,dialogue,1,That's not funny!,
827223198f66,dialogue,1,That's not really the type of thing I usually eat.,
f7655266b8cb,dialogue,1,"That's okay,····· but····· thank you for offering!",
73c99832786c,dialogue,1,"That's okay...····· you were...····· kinda close,····· at least...",
d08ded232173,dialogue,1,That's okay.·········· I'm feeling adequately hydrated already.,
8a36001b0a5c,dialogue,1,That's probably not a good idea.·········· I have a very particular digestive system.,
56484b1c183b,dialogue,1,That's quite alright.,
d6a0eddd4950,dialogue,1,That's quite alright. I've had my share already.,
04e240ea2c9a,dialogue,1,That's really cool!·········· It's nice when you can still be friends.,
63ac6cb56f37,dialogue,1,That's really how you feel?····· I see...·····,
bb7513bd8024,dialogue,1,That's really sweet of you.,
04b7df941b98,dialogue,1,"That's really,····· really good to hear.····· Unfortunately,····· I haven't met many people like that.",
01c7749ad907,dialogue,1,That's right!····· Few people understand the power of starting the day in the right frame of mind.,
de68a8131ba2,dialogue,1,That's right!····· My girl takes care of me...,
2fa0bc7e3d0d,dialogue,1,That's right!····· My man··· takes care of me...,
995eda473d14,dialogue,1,That's the girl.,
7199de65de63,dialogue,1,That's the guy.,
ba13836e642b,dialogue,1,"That's trruuuue...*aacc*····· Well, in your case anyway.",
fd09f0122c94,dialogue,1,"That's true,·· that's true.····· You can't deny that.",
be8ac5329a8e,dialogue,1,"That's very admirable.·········· You're right though,····· we all have our flaws.",
e8b9061e69c0,dialogue,1,That's very thoughtful of you.,
a3213eb7b44b,dialogue,1,That's what I like to hear!,
169feb77f91e,dialogue,1,That's what I like to hear!····· Where are people's ambitions these days?,
2e9d23be6bbb,dialogue,1,That's what I'm talkin' about!········ I had a feeling you'd be down.,
07ed9a00e46a,dialogue,1,That's why I'm talking to you. I can't stand these other girls.,
97097238fb42,dialogue,1,That's·· quite alright.,
a94ef434b36e,dialogue,1,That's··· fucking disgusting.,
578a33f18a4b,dialogue,1,"That's····· not really my deal,····· you know?",
e28c65b7d574,dialogue,1,That...······· can be arranged...,
19977ed2bfcd,dialogue,1,Thats okay honey!····· It's not exactly my cup of tea either.,
1cccdb4c21e0,dialogue,1,That··· was····· so······· much······· fun!··········· We'll have to do it again.,
996fe1929b68,dialogue,1,"The Broken Heart tokens are bad news.····· Seriously,····· avoid matching those as best you can.",
d2ebac3117a0,dialogue,1,The HunieBee is an essential lifeline for any player on the go.,
0b78fcd48fde,dialogue,1,The awful noise coming from my alarm clock.,
a0be6d3dbbfb,dialogue,1,The environment here is just like my planet...····· It makes me a little homesick.·····*hahahaha*,
4335fa13e60b,dialogue,1,"The final challenge is called ""Alpha Mode"".····· In alpha mode,····· the difficulty will be locked into the ""Hard"" setting.",
13230ef33057,dialogue,1,"The fuck?····· No,····· that's not even close.",
dce469908404,dialogue,1,The gold bells are Joy tokens.····· You'll get an extra move by matching those;····· very useful.,
35d29828580b,dialogue,1,"The higher her passion level is,····· the more affection you'll earn.",
3cbc898840fa,dialogue,1,The idea of seeing your beautiful face once more.,
fed5d4084abf,dialogue,1,The instructor is awesome.······· I think you'd dig it.,
93d7b921ca9a,dialogue,1,"The kids call me Ms. Yumi,········ but,····· you····· can call me Aiko.",
e7092ce8f305,dialogue,1,The market;············ what a neat idea.············ This should be fun!,
2190ee5a6f3b,dialogue,1,The nerve of some people though...,
0a549ea9fbb5,dialogue,1,"The objective··· is·· to win.······· We're··· clear on that,······· right?",
b1a735fe20fe,dialogue,1,The only problem with that answer··· is*iiss*····· that it's not the right one.,
e97d3dce2d81,dialogue,1,"The orange ones represent Romance,····· blue is Talent,····· green is Flirtation··· and red is Sexuality.",
176645a695ac,dialogue,1,The pink hearts are Passion tokens.····· Matching those will raise your date's Passion level.,
ba21ffe73cf2,dialogue,1,"The universe is a big place, but I'm not sure. I have my doubts.",
47f859d7f348,dialogue,1,The water feels soooo nice.······· Come on in!,
a34d92393c27,dialogue,1,The world will be just fine without my...················ boo*oo*bs.··,
728cefec6eff,dialogue,1,There are a couple of girls I've met that I'm talking to.,
370f9ccc7e4c,dialogue,1,"There are like,··· a ton of different date gifts that you can get too.",
e01022844a75,dialogue,1,There he is!,
2995b742f857,dialogue,1,There may be some hope for you yet.····· Maybe.·····,
79f41b107474,dialogue,1,There she is!,
91e2f01f6940,dialogue,1,There you are...,
1717a2fd3523,dialogue,1,There you are.········ I'm glad you could make it.,
ad6843c9ee12,dialogue,1,There's a lot of alarm button hitting going on.,
98811617ef45,dialogue,1,There's a place in town I love to visit more than any other.····· What's the place?,
31d738167970,dialogue,1,"There's nothing here I like,····· so you better make this a good date!",
31a7f9749665,dialogue,1,There's nothing more boring than a shy or nerdy girl.,
d88c9097a247,dialogue,1,There's plenty of other girls here for you to talk to.,
e124e755783f,dialogue,1,There's really only one place to go from here...····· one final challenge.········· If you think you're up for it...,
f2035714bac4,dialogue,1,"These are panties?········ This is like a string...········ That Beli girl is a closet freak,··· I'm telling' ya.",
e83180632ae3,dialogue,1,"They don't serve this back home so,······ load me up.",
e246167280d2,dialogue,1,They each have a unique effect on the date and can be extremely useful in combination.,
7fdc48b5b552,dialogue,1,They need to get some machines that take Hunie.····· That's all I've got.,
ef1a0cfec595,dialogue,1,They really need to start serving this shit where I'm from.,
d556c268326b,dialogue,1,"They should clean that crap off their face, they look ridiculous.",
d6120df54b83,dialogue,1,"They're cute, but I'm not sure if I want any of my own.",
196fe35fc8e1,dialogue,1,"They're real, believe me. I was visited once when I was a kid.",
5ff47dad89c3,dialogue,1,This chick is clearly out of your league.····· But there may be hope.,
22266aab3a0c,dialogue,1,"This feeling...·· I can hardly control myself...····· I must have you,····· now.··········",
